Time (ms),Notes,Category,Operation,Window,Source,"[X client socket 16315 ← server socket 23237]
← Event/Reply from X server
→ Request to X server","[X client socket 17359 ← server socket 23242]
← Event/Reply from X server
→ Request to X server","[X client socket 24884 ← server socket 23244]
← Event/Reply from X server
→ Request to X server","[X client socket 25851 ← server socket 23222]
← Event/Reply from X server
→ Request to X server","[X client socket 25852 ← server socket 23224]
← Event/Reply from X server
→ Request to X server","[X client socket 25853 ← server socket 23227]
← Event/Reply from X server
→ Request to X server","[X client socket 25873 ← server socket 23280]
← Event/Reply from X server
→ Request to X server","[X client socket 25874 ← server socket 23282]
← Event/Reply from X server
→ Request to X server","[X client socket 25876 ← server socket 23283]
← Event/Reply from X server
→ Request to X server","[X client socket 25885 ← server socket 29770]
← Event/Reply from X server
→ Request to X server","[X client socket 29461 ← server socket 23225]
← Event/Reply from X server
→ Request to X server","[X client socket 29463 ← server socket 23226]
← Event/Reply from X server
→ Request to X server","[X client socket 29466 ← server socket 23240]
← Event/Reply from X server
→ Request to X server","[X client socket 29473 ← server socket 23273]
← Event/Reply from X server
→ Request to X server","[steam | PID 679]
← Event/Reply from X server
→ Request to X server","[steam.exe | PID 1439,
 wineserver | PID 1441]
← Event/Reply from X server
→ Request to X server","[steamwebhelper | PID 693]
← Event/Reply from X server
→ Request to X server","[steamwebhelper | PID 693]
← Event/Reply from X server
→ Request to X server","[steamwebhelper | PID 693]
← Event/Reply from X server
→ Request to X server","[steamwebhelper | PID 737]
← Event/Reply from X server
→ Request to X server","[RDR2.exe | PID 1802]
← Event/Reply from X server
→ Request to X server","[explorer.exe | PID 1483]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 Launcher.exe | PID 1519]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 RDR2.exe | PID 1802]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 RDR2.exe | PID 1802]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 RockstarErrorHa | PID 1521]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 crashpad_handle | PID 1821]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 explorer.exe | PID 1483]
← Event/Reply from X server
→ Request to X server","[wineserver | PID 1441,
 tabtip.exe | PID 1500]
← Event/Reply from X server
→ Request to X server","[sommelier | PID 388]
← Event/Reply from X server
→ Request to X server","[sommelier | PID 388]
← Event/Reply from X server
→ Request to X server","[Xwayland]
→ Sommelier","[sommelier]
→ XWayland","[sommelier]
→ Exo"
4679.679999999993,,Window frame,GetProperty _MOTIF_WM_HINTS,,sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 20 (GetProperty) { reply: 1; format: 32; sequencenumber: 1306 (GetProperty); get-property-type: 256 (_MOTIF_WM_HINTS); bytes-after: 0; valuelength: 5; undecoded } 
4679.75999999998,,Window frame,zaura_surface.set_frame,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier → Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, → zaura_surface@74.set_frame(2)
4679.794999999984,,Presentation,wl_drm.create_prime_buffer,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier → XWayland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wl_drm@6.create_prime_buffer(new id wl_buffer@36, fd 41, 1920, 1080, 875713112, 0, 7680, 0, 0, 0, 0)"
4679.809999999998,,Presentation,zwp_linux_dmabuf_v1.create_params,,sommelier → Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, → zwp_linux_dmabuf_v1@22.create_params(new id zwp_linux_buffer_params_v1@98)
4679.834000000003,,Presentation,zwp_linux_buffer_params_v1.add,,sommelier → Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," → zwp_linux_buffer_params_v1@98.add(fd 42, 0, 0, 7680, 16777216, 1)"
4679.8399999999965,,Presentation,zwp_linux_buffer_params_v1.create_immed,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier → Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," → zwp_linux_buffer_params_v1@98.create_immed(new id wl_buffer@99, 1920, 1080, 875713112, 0)"
4679.848999999987,,Presentation,zwp_linux_buffer_params_v1.destroy,,sommelier → Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, → zwp_linux_buffer_params_v1@98.destroy()
4679.854999999981,,Presentation,wl_surface.attach,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier → XWayland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wl_surface@52.attach(wl_buffer@36, 0, 0)"
4680.118999999977,,Window state,PropertyNotify WM_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,← 28 (PropertyNotify) { event-sequencenumber: 168; eventwindow: 0x03800001 (Red Dead Redemption 2); atom: 35 (WM_HINTS); time: 354467; property-state: 0 (NewValue) } 
4680.34599999999,,Window state,PropertyNotify WM_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 28 (PropertyNotify) { event-sequencenumber: 1306; eventwindow: 0x03800001; atom: 35 (WM_HINTS); time: 354467; property-state: 0 (NewValue) } 
4680.41399999999,,Window lifecycle,PropertyNotify _NET_WM_ICON,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,← 28 (PropertyNotify) { event-sequencenumber: 169; eventwindow: 0x03800001 (Red Dead Redemption 2); atom: 303 (_NET_WM_ICON); time: 354467; property-state: 0 (NewValue) } 
4680.4679999999935,,Window lifecycle,PropertyNotify _NET_WM_ICON,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 28 (PropertyNotify) { event-sequencenumber: 1306; eventwindow: 0x03800001; atom: 303 (_NET_WM_ICON); time: 354467; property-state: 0 (NewValue) } 
4680.524999999994,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",steamwebhelper | PID 693,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 7761; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 00000000e6010000000000000100000000000000 } 
4680.593999999983,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 1306; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 00000000e6010000000000000100000000000000 } 
4680.642999999982,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",steamwebhelper | PID 693,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 7761; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000009010000000000000100000000000000 } 
4680.687999999995,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 1306; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000009010000000000000100000000000000 } 
4680.733999999997,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",steamwebhelper | PID 693,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 7761; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000033010000000000000100000000000000 } 
4680.779999999999,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 1306; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000033010000000000000100000000000000 } 
4680.856,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",steamwebhelper | PID 693,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 7761; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 000000000a0100000b0100000100000000000000 } 
4680.944999999978,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 1306; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 000000000a0100000b0100000100000000000000 } 
4680.997000000003,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",steamwebhelper | PID 693,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 7761; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000038010000000000000100000000000000 } 
4681.042999999976,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 1306; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000038010000000000000100000000000000 } 
4681.085999999981,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",steamwebhelper | PID 693,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 7761; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000037010000000000000100000000000000 } 
4681.13499999998,,Window state,Sent-ClientMessage _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 161 (Sent-ClientMessage) { format: 32; event-sequencenumber: 1306; eventwindow: 0x03800001; type: 264 (_NET_WM_STATE); data: 0000000037010000000000000100000000000000 } 
4681.182000000001,,Window state,PropertyNotify _NET_WM_BYPASS_COMPOSITOR,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,← 28 (PropertyNotify) { event-sequencenumber: 176; eventwindow: 0x03800001 (Red Dead Redemption 2); atom: 438 (_NET_WM_BYPASS_COMPOSITOR); time: 354468; property-state: 0 (NewValue) } 
4681.231,,Window state,PropertyNotify _NET_WM_BYPASS_COMPOSITOR,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011",sommelier | PID 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,← 28 (PropertyNotify) { event-sequencenumber: 1306; eventwindow: 0x03800001; atom: 438 (_NET_WM_BYPASS_COMPOSITOR); time: 354468; property-state: 0 (NewValue) } 
4681.304000000004,,Window position/size,ConfigureWindow,0x04a000a4,"wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 12 (ConfigureWindow) { window: 0x04a000a4; x: 0; y: 0; width: 1920; height: 1080 } 
4681.304000000004,,Window lifecycle,ChangeProperty _WINE_HWND_STYLE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 493 (_WINE_HWND_STYLE); type: 6 (CARDINAL); format: 32; data32 { item: 0x94000000 }} 
4681.304000000004,,Window lifecycle,ChangeProperty _WINE_HWND_EXSTYLE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 494 (_WINE_HWND_EXSTYLE); type: 6 (CARDINAL); format: 32; data32 { item: 0x00000000 }} 
4681.304000000004,,Window position/size,ChangeProperty WM_NORMAL_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 40 (WM_NORMAL_HINTS); type: 41 (WM_SIZE_HINTS); XSizeHints { flags: PPosition|PWinGravity; x: 0; y: 0; width: 0; height: 0; min_width: 0; min_height: 0; max_width: 0; max_height: 0; width_inc: 0; height_inc: 0; min_aspect_x: 0; min_aspect_y: 0; max_aspect_x: 0; max_aspect_y: 0; base_width: 0; base_height: 0; win_gravity: 10 } format: 32; data32 { item: 0x00000204; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x0000000a }} 
4681.304000000004,,Window frame,ChangeProperty _MOTIF_WM_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 256 (_MOTIF_WM_HINTS); type: 256 (_MOTIF_WM_HINTS); format: 32; data32 { item: 0x00000003; item: 0x00000026; item: 0x00000000; item: 0x00000000; item: 0x00000000 }} 
4681.304000000004,,Window state,SendEvent _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 264 (_NET_WM_STATE); data: 00000000e6010000000000000100000000000000 (0 [_NET_WM_STATE_REMOVE], _KDE_NET_WM_STATE_SKIP_SWITCHER, 0, 1 [source = normal app]) }} "
4681.304000000004,,Window state,SendEvent _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 264 (_NET_WM_STATE); data: 0100000009010000000000000100000000000000 (1 [_NET_WM_STATE_ADD], _NET_WM_STATE_FULLSCREEN, 0, 1 [source = normal app]) }} "
4681.304000000004,,Window state,SendEvent _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 264 (_NET_WM_STATE); data: 0000000033010000000000000100000000000000 (0 [_NET_WM_STATE_REMOVE], _NET_WM_STATE_ABOVE, 0, 1 [source = normal app]) }} "
4681.304000000004,,Window state,SendEvent _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 264 (_NET_WM_STATE); data: 000000000a0100000b0100000100000000000000 (0 [_NET_WM_STATE_REMOVE], _NET_WM_STATE_MAXIMIZED_VERT, _NET_WM_STATE_MAXIMIZED_HORZ, 1 [source = normal app]) }} "
4681.304000000004,,Window state,SendEvent _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 264 (_NET_WM_STATE); data: 0000000038010000000000000100000000000000 (0 [_NET_WM_STATE_REMOVE], _NET_WM_STATE_SKIP_PAGER, 0, 1 [source = normal app]) }} "
4681.304000000004,,Window state,SendEvent _NET_WM_STATE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 264 (_NET_WM_STATE); data: 0000000037010000000000000100000000000000 (0 [_NET_WM_STATE_REMOVE], _NET_WM_STATE_SKIP_TASKBAR, 0, 1 [source = normal app]) }} "
4681.304000000004,,Window position/size,SendEvent _NET_WM_FULLSCREEN_MONITORS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,"→ 25 (SendEvent) { propagate: False; destination: 1450; event-mask: 0x00180000, SubstructureNotify, SubstructureRedirect; event: 33 (ClientMessage) { format: 32; event-sequencenumber: 0; eventwindow: 0x03800001 (Red Dead Redemption 2); type: 489 (_NET_WM_FULLSCREEN_MONITORS); data: 0000000000000000000000000000000001000000 }} "
4681.304000000004,,Window state,ChangeProperty _NET_WM_BYPASS_COMPOSITOR,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 438 (_NET_WM_BYPASS_COMPOSITOR); type: 6 (CARDINAL); format: 32; data32 { item: 0x00000001 }} 
4681.304000000004,,Window position/size,ConfigureWindow,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 12 (ConfigureWindow) { window: 0x03800001 (Red Dead Redemption 2); x: 240; y: 0; width: 1920; height: 1080 } 
4681.304000000004,,Window position/size,ChangeProperty WM_NORMAL_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 40 (WM_NORMAL_HINTS); type: 41 (WM_SIZE_HINTS); XSizeHints { flags: PPosition|PWinGravity; x: 0; y: 0; width: 0; height: 0; min_width: 0; min_height: 0; max_width: 0; max_height: 0; width_inc: 0; height_inc: 0; min_aspect_x: 0; min_aspect_y: 0; max_aspect_x: 0; max_aspect_y: 0; base_width: 0; base_height: 0; win_gravity: 10 } format: 32; data32 { item: 0x00000204; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x0000000a }} 
4681.304000000004,,Window frame,ChangeProperty _MOTIF_WM_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 256 (_MOTIF_WM_HINTS); type: 256 (_MOTIF_WM_HINTS); format: 32; data32 { item: 0x00000003; item: 0x00000026; item: 0x00000000; item: 0x00000000; item: 0x00000000 }} 
4681.304000000004,,Window state,ChangeProperty _NET_WM_WINDOW_TYPE,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 316 (_NET_WM_WINDOW_TYPE); type: 4 (ATOM); format: 32; data32 { item: 0x00000142 (_NET_WM_WINDOW_TYPE_NORMAL) }} 
4681.304000000004,,Window state,ChangeProperty WM_HINTS,"Red Dead Redemption 2: zaura_surface@74 [host], xdg_toplevel@66 [host], xdg_surface@71 [host], wp_viewport@92 [host], wl_surface@94 [host], wl_surface@52, 0x03800001, 0x00200011","wineserver | PID 1441, RDR2.exe | PID 1802",,,,,,,,,,,,,,,,,,,,,,,,→ 18 (ChangeProperty) { mode: 0 (Replace); window: 0x03800001 (Red Dead Redemption 2); property: 35 (WM_HINTS); type: 35 (WM_HINTS); format: 32; data32 { item: 0x00000067; item: 0x00000001; item: 0x00000001; item: 0x04a0009b; item: 0x00000000; item: 0x00000000; item: 0x00000000; item: 0x04a0009d; item: 0x03800001 }} 
